Glottocode	Smallest_Island_group	Smallest_Island_group_main	Language_name	Glottocode_language_level	level	country_ids	Near_Remote_Oceania	Subsubgroupings	Oceania_subregion	Boxplot_groups	Abberancy_group	Macroarea	desc_status	Island group	Latitude	Longitude	Family_name	boxplot_color	Abberancy_group_color
umal1238	NA	NA	Uma' Lung	umal1238	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	text	NA	3.25	116.5	Austronesian	NA	NA
temp1235	NA	NA	Tempasuk Dusun	temp1235	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	6.36389	116.545	Austronesian	NA	NA
moda1244	NA	NA	Modang	moda1244	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	0.80793	116.573	Austronesian	NA	NA
lana1236	NA	NA	Lanas Lobu	lana1236	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	comparative	NA	5.39196	116.577	Austronesian	NA	NA
waha1238	NA	NA	Eastern Lowland Kenyah	waha1238	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	text	NA	1.56635	116.655	Austronesian	NA	NA
tobi1239	NA	NA	Tobilung	tobi1239	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	6.56097	116.67	Austronesian	NA	NA
waha1239	NA	NA	Wahau Kayan	waha1239	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	NA	NA	1.42088	116.6795	Bookkeeping	NA	NA
cent2100	NA	NA	Central Dusun	cent2100	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	6.02998	116.681	Austronesian	NA	NA
rung1259	NA	NA	Rungus	rung1259	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	6.83989	116.743	Austronesian	NA	NA
mino1243	NA	NA	Minokok	mino1243	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	socling	NA	5.43348	116.759	Austronesian	NA	NA
tamp1254	NA	NA	Tampias Lobu	tamp1254	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	comparative	NA	5.72467	116.789	Austronesian	NA	NA
semb1240	NA	NA	Sembakung Murut	semb1240	language	ID MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	comparative	NA	4.22102	116.799	Austronesian	NA	NA
kota1279	NA	NA	Kota Marudu Talantang	kota1279	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	socling	NA	6.48554	116.853	Austronesian	NA	NA
uppe1427	NA	NA	Upper Kinabatangan	uppe1427	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	5.31911	116.901	Austronesian	NA	NA
kota1278	NA	NA	Kota Marudu Tinagas	kota1278	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	socling	NA	6.377	116.946	Austronesian	NA	NA
sega1243	NA	NA	Segai	sega1243	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	1.97695	116.954	Austronesian	NA	NA
kima1244	NA	NA	Kimaragang	kima1244	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	6.61982	116.96	Austronesian	NA	NA
buru1304	NA	NA	Burusu	buru1304	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	3.36912	117.012	Austronesian	NA	NA
saba1263	NA	NA	Brunei-Sabah Malay	saba1263	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	4.64808	117.024	Austronesian	NA	NA
molb1237	NA	NA	Molbog	molb1237	language	MY PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	specific_feature	NA	7.956663	117.030502	Austronesian	NA	NA
bong1289	NA	NA	Bonggi	bong1289	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	7.29249	117.174	Austronesian	NA	NA
sugu1243	NA	NA	Sugut Dusun	sugu1243	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	socling	NA	6.14235	117.176	Austronesian	NA	NA
seru1246	NA	NA	Serudung Murut	seru1246	language	ID MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	comparative	NA	4.39954	117.279	Austronesian	NA	NA
bolo1268	NA	NA	Bolongan	bolo1268	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	2.75927	117.293	Austronesian	NA	NA
kala1391	NA	NA	Kalabakan	kala1391	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	comparative	NA	4.53605	117.317	Austronesian	NA	NA
tomb1244	NA	NA	Tombonuo	tomb1244	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	6.2892	117.322	Austronesian	NA	NA
sout2916	NA	NA	Southwest Palawano	sout2916	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	comparative	NA	8.67624	117.36	Austronesian	NA	NA
saja1241	NA	NA	Sajau-Latti	saja1241	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	2.43432	117.401	Austronesian	NA	NA
dump1242	NA	NA	Dumpas	dump1242	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	comparative	NA	5.93483	117.419	Austronesian	NA	NA
sumb1241	NA	NA	Sumbawa	sumb1241	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	-8.71919	117.472	Austronesian	NA	NA
labu1249	NA	NA	Labuk-Kinabatangan Kadazan	labu1249	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	5.51924	117.507	Austronesian	NA	NA
teng1267	NA	NA	Tenggarong Kutai Malay	teng1267	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	0.71803	117.645	Austronesian	NA	NA
sout3241	NA	NA	Southern Tidung	sout3241	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	4	117.75	Austronesian	NA	NA
cent2091	NA	NA	Central Palawano	cent2091	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	8.77013	117.838	Austronesian	NA	NA
broo1239	NA	NA	Brooke's Point Palawano	broo1239	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	8.83891	117.871	Austronesian	NA	NA
bera1262	NA	NA	Berau Malay	bera1262	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	1.6687	117.934	Austronesian	NA	NA
basa1286	NA	NA	Basap	basa1286	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	1.41405	117.942	Austronesian	NA	NA
tamb1257	NA	NA	Tambora	tamb1257	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	-8.25	118	NA	NA	NA
iran1262	NA	NA	Iranun	iran1262	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	4.3362	118.224	Austronesian	NA	NA
abai1240	NA	NA	Abai Sungai	abai1240	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	comparative	NA	5.55394	118.306	Austronesian	NA	NA
bima1247	NA	NA	Bima	bima1247	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	-8.57376	118.445	Austronesian	NA	NA
cent2092	NA	NA	Central Sama	cent2092	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	7.004574	118.455978	Austronesian	NA	NA
tagb1258	NA	NA	Tagbanwa	tagb1258	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	9.54263	118.497	Austronesian	NA	NA
idaa1241	NA	NA	Ida'an	idaa1241	language	MY	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	5.29059	118.515	Austronesian	NA	NA
mapu1244	NA	NA	Mapun	mapu1244	language	MY PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	dictionary	NA	6.09061	118.75	Austronesian	NA	NA
taus1251	NA	NA	Tausug	taus1251	language	ID MY PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	5.12236	118.88	Austronesian	NA	NA
ulum1237	NA	NA	Ulumanda'	ulum1237	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	-3.00933	118.994	Austronesian	NA	NA
bata1301	NA	NA	Batak	bata1301	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	10.1115	119.025	Austronesian	NA	NA
mand1442	NA	NA	Mandar	mand1442	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-3.34717	119.068	Austronesian	NA	NA
mamu1255	NA	NA	Mamuju	mamu1255	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	specific_feature	NA	-2.50762	119.082	Austronesian	NA	NA
kodi1247	NA	NA	Kodi-Gaura	kodi1247	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	specific_feature	NA	-9.6373	119.114	Austronesian	NA	NA
pann1239	NA	NA	Pannei	pann1239	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	comparative	NA	-3.21973	119.191	Austronesian	NA	NA
bamb1270	NA	NA	Bambam	bamb1270	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	-3.02759	119.201	Austronesian	NA	NA
dakk1238	NA	NA	Dakka	dakk1238	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	socling	NA	-3.33671	119.235	Austronesian	NA	NA
cuyo1237	NA	NA	Cuyonon	cuyo1237	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	10.3201	119.3	Austronesian	NA	NA
topo1243	NA	NA	Topoiyo	topo1243	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-2.06702	119.314	Austronesian	NA	NA
aral1243	NA	NA	Aralle-Tabulahan	aral1243	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	phonology	NA	-2.78397	119.319	Austronesian	NA	NA
budo1241	NA	NA	Budong-Budong	budo1241	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-2.07756	119.327	Austronesian	NA	NA
cent2090	NA	NA	Central Tagbanwa	cent2090	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	10.6519	119.338	Austronesian	NA	NA
bara1371	NA	NA	Baras	bara1371	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	-1.5667	119.342	Austronesian	NA	NA
lamb1273	NA	NA	Lamboya	lamb1273	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	dictionary	NA	-9.70434	119.344	Austronesian	NA	NA
saru1242	NA	NA	Sarudu	saru1242	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	-1.7094	119.349	Austronesian	NA	NA
weje1237	NA	NA	Wewewa	weje1237	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-9.55099	119.349	Austronesian	NA	NA
talo1251	NA	NA	Talondo'	talo1251	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	comparative	NA	-2.4525	119.35	Austronesian	NA	NA
maka1305	NA	NA	Makassar Malay	maka1305	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	specific_feature	NA	-5.16108	119.408	Austronesian	NA	NA
wanu1241	NA	NA	Wanukaka	wanu1241	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	-9.69834	119.468	Austronesian	NA	NA
kalu1247	NA	NA	Kalumpang	kalu1247	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	-2.33388	119.474	Austronesian	NA	NA
komo1261	NA	NA	Komodo	komo1261	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-8.64518	119.477	Austronesian	NA	NA
sout2918	NA	NA	Southern Sama	sout2918	language	ID MY PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	4.755836	119.483887	Austronesian	NA	NA
mama1276	NA	NA	Mamasa	mama1276	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	phonology	NA	-3.0811	119.484	Austronesian	NA	NA
daak1235	NA	NA	Da'a Kaili	daak1235	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-1.21051	119.527	Austronesian	NA	NA
mamb1305	NA	NA	Mamboru	mamb1305	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	-9.42302	119.55	Austronesian	NA	NA
anak1240	NA	NA	Anakalangu	anak1240	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	-9.63425	119.605	Austronesian	NA	NA
camp1262	NA	NA	Campalagian	camp1262	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-4.016667	119.623611	Austronesian	NA	NA
pana1303	NA	NA	Panasuan	pana1303	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-2.24049	119.65	Austronesian	NA	NA
agut1237	NA	NA	Agutaynen	agut1237	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	10.5328	119.655	Austronesian	NA	NA
enre1239	NA	NA	Enrekang	enre1239	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	-3.53848	119.66	Austronesian	NA	NA
unde1235	NA	NA	Unde Kaili	unde1235	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	-0.85876	119.673	Austronesian	NA	NA
bala1314	NA	NA	Balaesang	bala1314	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-0.05644	119.689	Austronesian	NA	NA
mali1283	NA	NA	Malimpung	mali1283	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	comparative	NA	-3.6996000000000002	119.76	Austronesian	NA	NA
bent1237	NA	NA	Bentong	bent1237	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	overview	NA	-4.76004	119.806	Austronesian	NA	NA
seko1242	NA	NA	Seko Tengah	seko1242	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	comparative	NA	-2.22069	119.823	Austronesian	NA	NA
tora1261	NA	NA	Toraja-Sa'dan	tora1261	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-2.97144	119.829	Austronesian	NA	NA
maka1311	NA	NA	Makasar	maka1311	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	-5.65551	119.838	Austronesian	NA	NA
boli1256	NA	NA	Bolinao	boli1256	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	16.3071	119.853	Austronesian	NA	NA
pend1242	NA	NA	Pendau	pend1242	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	-0.11396	119.862	Austronesian	NA	NA
duri1242	NA	NA	Duri	duri1242	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-3.37081	119.871	Austronesian	NA	NA
kaga1256	NA	NA	Kagayanen	kaga1256	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	10.4656	119.872	Austronesian	NA	NA
high1275	NA	NA	Highland Konjo	high1275	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	overview	NA	-5.26559	119.928	Austronesian	NA	NA
seko1243	NA	NA	Seko Padang	seko1243	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	specific_feature	NA	-2.14311	119.959	Austronesian	NA	NA
umaa1242	NA	NA	Uma	umaa1242	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	-1.70416	119.968	Austronesian	NA	NA
bugi1244	NA	NA	Buginese	bugi1244	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	-4.47	119.977	Austronesian	NA	NA
maiw1250	NA	NA	Maiwa (Indonesia)	maiw1250	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	comparative	NA	-3.59444	119.978	Austronesian	NA	NA
moma1242	NA	NA	Moma	moma1242	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-1.4313	120.009	Austronesian	NA	NA
taji1246	NA	NA	Tajio	taji1246	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	-0.31553	120.01	Austronesian	NA	NA
lind1248	NA	NA	Tado-Lindu	lind1248	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-1.35748	120.063	Austronesian	NA	NA
taje1237	NA	NA	Taje	taje1237	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-0.72583	120.078	Austronesian	NA	NA
cala1258	NA	NA	Calamian Tagbanwa	cala1258	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	phonology	NA	12.0716	120.094	Austronesian	NA	NA
tina1248	NA	NA	Tinà Sambal	tina1248	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	15.5797	120.095	Austronesian	NA	NA
ledo1238	NA	NA	Ledo Kaili	ledo1238	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-1.03033	120.132	Austronesian	NA	NA
taee1237	NA	NA	Tae'	taee1237	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	-2.58205	120.139	Austronesian	NA	NA
boto1242	NA	NA	Botolan Sambal	boto1242	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	15.2315	120.164	Austronesian	NA	NA
magi1241	NA	NA	Mag-Indi Ayta	magi1241	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	14.9617	120.182	Austronesian	NA	NA
aben1249	NA	NA	Abenlen Ayta	aben1249	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	15.4131	120.2	Austronesian	NA	NA
damp1237	NA	NA	Dampelas	damp1237	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	0.70234	120.219	Austronesian	NA	NA
kamb1299	NA	NA	Kambera	kamb1299	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	-9.88447	120.235	Austronesian	NA	NA
lauj1238	NA	NA	Lauje	lauj1238	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	0.50708	120.262	Austronesian	NA	NA
lemo1243	NA	NA	Lemolang	lemo1243	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	-2.63313	120.27	Austronesian	NA	NA
amba1267	NA	NA	Ambala Ayta	amba1267	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	14.8156	120.283	Austronesian	NA	NA
coas1295	NA	NA	Coastal Konjo	coas1295	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-5.41532	120.304	Austronesian	NA	NA
sira1267	NA	NA	Siraya	sira1267	language	TW	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	22.9777	120.315	Austronesian	NA	NA
bada1261	NA	NA	Bada (Indonesia)	bada1261	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	text	NA	-1.80249	120.319	Austronesian	NA	NA
mang1405	NA	NA	Manggarai	mang1405	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	-8.55748	120.329	Austronesian	NA	NA
napu1241	NA	NA	Napu	napu1241	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-1.43707	120.338	Austronesian	NA	NA
ramp1243	NA	NA	Rampi	ramp1243	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	text	NA	-2.1399	120.356	Austronesian	NA	NA
pang1290	NA	NA	Pangasinan	pang1290	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	15.9377	120.365	Austronesian	NA	NA
sedo1237	NA	NA	Sedoa	sedo1237	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	-1.37295	120.378	Austronesian	NA	NA
beso1237	NA	NA	Besoa	beso1237	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-1.60095	120.379	Austronesian	NA	NA
maga1263	NA	NA	Mag-Anchi Ayta	maga1263	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	15.1954	120.459	Austronesian	NA	NA
laiy1246	NA	NA	Laiyolo	laiy1246	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-6.45512	120.483	Austronesian	NA	NA
bata1297	NA	NA	Bataan Ayta	bata1297	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	14.4153	120.49	Austronesian	NA	NA
sela1260	NA	NA	Selayar	sela1260	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	-6.10145	120.496	Austronesian	NA	NA
pamp1243	NA	NA	Pampanga	pamp1243	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	14.9603	120.502	Austronesian	NA	NA
pang1291	NA	NA	Pangutaran Sama	pang1291	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	6.27167	120.536	Austronesian	NA	NA
papo1239	NA	NA	Papora-Hoanya	papo1239	language	TW	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	minimal	NA	24.324	120.577	Austronesian	NA	NA
babu1240	NA	NA	Babuza	babu1240	language	TW	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	24.0017	120.585	Austronesian	NA	NA
vill1242	NA	NA	Villa Viciosa Agta	vill1242	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	NA	NA	17.471	120.638	Unattested	NA	NA
iray1237	NA	NA	Iraya	iray1237	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	13.381	120.65	Austronesian	NA	NA
inla1260	NA	NA	Inlaod Itneg	inla1260	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	comparative	NA	17.61752	120.65389	Austronesian	NA	NA
kank1243	NA	NA	Kankanaey	kank1243	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	16.8548	120.689	Austronesian	NA	NA
ibal1244	NA	NA	Ibaloi	ibal1244	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	16.4263	120.695	Austronesian	NA	NA
moya1235	NA	NA	Moyadan Itneg	moya1235	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	wordlist	NA	17.4232	120.702	Austronesian	NA	NA
rong1269	NA	NA	Rongga	rong1269	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	-8.84604	120.702	Austronesian	NA	NA
rajo1237	NA	NA	Rajong	rajo1237	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	text	NA	-8.78645	120.703	Austronesian	NA	NA
dond1249	NA	NA	Dondo	dond1249	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	0.80348	120.707	Austronesian	NA	NA
saar1237	NA	NA	Saaroa	saar1237	language	TW	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	23.2632	120.711	Austronesian	NA	NA
maen1235	NA	NA	Maeng Itneg	maen1235	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	ethnographic	NA	17.2453	120.718	Austronesian	NA	NA
tern1248	NA	NA	Ternateño	tern1248	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	14.28	120.72	Indo-European	NA	NA
nort2877	NA	NA	Northern Kankanay	nort2877	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar_sketch	NA	17.1057	120.786	Austronesian	NA	NA
iwak1237	NA	NA	I-Wak	iwak1237	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	comparative	NA	16.30448	120.78633	Austronesian	NA	NA
tsou1248	NA	NA	Tsou	tsou1248	language	TW	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	23.216	120.787	Austronesian	NA	NA
waer1237	NA	NA	Kolor	waer1237	language	ID	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	dictionary	NA	-8.74889	120.793	Austronesian	NA	NA
paiw1248	NA	NA	Paiwan	paiw1248	language	TW	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	grammar	NA	22.3271	120.806	Austronesian	NA	NA
masa1307	NA	NA	Masadiit Itneg	masa1307	language	PH	Papunesia not Oceania	NA	Papunesia not Oceania	NA	NA	Papunesia	comparative	NA	17.4501	120.829	Austronesian	NA	NA
