Feature_ID	0	1	Proto-language	most_common_prediction	Prediction	result_most_common	min	ntip	min_percent_most_common
GB276	0.36	0.64	Proto-Polynesian	Present	NA	NA	57	146	0.3904109589041096
GB285	0.96	0.04	Proto-Polynesian	Absent	NA	NA	2	203	0.009852216748768473
GB286	1	0	Proto-Polynesian	Absent	NA	NA	6	202	0.0297029702970297
GB291	0.8076923076923077	0.19230769230769232	Proto-Polynesian	Absent	NA	NA	12	209	0.05741626794258373
GB296	1	0	Proto-Polynesian	Not enough languages	NA	Not enough languages	5	78	0.0641025641025641
GB297	0.9473684210526315	0.05263157894736842	Proto-Polynesian	Absent	NA	NA	2	191	0.010471204188481676
GB298	0.8571428571428571	0.14285714285714285	Proto-Polynesian	Absent	NA	NA	30	243	0.12345679012345678
GB299	0.1	0.9	Proto-Polynesian	Present	1	True Positive	56	247	0.22672064777327935
GB300	0.9090909090909091	0.09090909090909091	Proto-Polynesian	Absent	NA	NA	6	159	0.03773584905660377
GB301	0.2916666666666667	0.7083333333333334	Proto-Polynesian	Present	NA	NA	51	138	0.3695652173913043
GB302	0.8846153846153846	0.11538461538461539	Proto-Polynesian	Absent	NA	NA	5	192	0.026041666666666668
GB303	0.95	0.05	Proto-Polynesian	Absent	NA	NA	1	158	0.006329113924050633
GB304	0.4230769230769231	0.5769230769230769	Proto-Polynesian	Half	NA	NA	29	165	0.17575757575757575
GB305	0.8	0.2	Proto-Polynesian	Absent	NA	NA	77	198	0.3888888888888889
GB306	0.92	0.08	Proto-Polynesian	Absent	NA	NA	41	193	0.21243523316062177
GB309	0.8620689655172413	0.13793103448275862	Proto-Polynesian	Absent	NA	NA	40	243	0.1646090534979424
GB312	0.8928571428571429	0.10714285714285714	Proto-Polynesian	Absent	NA	NA	91	233	0.3905579399141631
GB313	0.5357142857142857	0.4642857142857143	Proto-Polynesian	Half	NA	NA	100	241	0.4149377593360996
GB314	1	0	Proto-Polynesian	Absent	NA	NA	1	227	0.004405286343612335
GB315	1	0	Proto-Polynesian	Absent	NA	NA	225	225	1
GB316	0.4666666666666667	0.5333333333333333	Proto-Polynesian	Half	NA	NA	40	243	0.1646090534979424
GB317	0.6428571428571429	0.35714285714285715	Proto-Polynesian	Absent	NA	NA	41	239	0.17154811715481172
GB318	0.1	0.9	Proto-Polynesian	Present	1	True Positive	117	243	0.48148148148148145
GB319	0.9642857142857143	0.03571428571428571	Proto-Polynesian	Absent	NA	NA	8	245	0.0326530612244898
GB320	0.8928571428571429	0.10714285714285714	Proto-Polynesian	Absent	NA	NA	15	241	0.06224066390041494
GB321	0.9629629629629629	0.037037037037037035	Proto-Polynesian	Absent	NA	NA	5	235	0.02127659574468085
GB322	0.9411764705882353	0.058823529411764705	Proto-Polynesian	Not enough languages	NA	Not enough languages	7	118	0.059322033898305086
GB323	0.9411764705882353	0.058823529411764705	Proto-Polynesian	Not enough languages	NA	Not enough languages	4	117	0.03418803418803419
GB324	0.56	0.44	Proto-Polynesian	Half	NA	NA	68	220	0.3090909090909091
GB325	0.9583333333333334	0.041666666666666664	Proto-Polynesian	Absent	NA	NA	9	172	0.05232558139534884
GB326	0.14814814814814814	0.8518518518518519	Proto-Polynesian	Present	NA	NA	39	216	0.18055555555555555
GB327	0	1	Proto-Polynesian	Present	1	True Positive	4	219	0.0182648401826484
GB328	0.9642857142857143	0.03571428571428571	Proto-Polynesian	Absent	0	True Negative	7	209	0.03349282296650718
GB329	0.9259259259259259	0.07407407407407407	Proto-Polynesian	Absent	NA	NA	10	192	0.052083333333333336
GB330	0.9166666666666666	0.08333333333333333	Proto-Polynesian	Absent	NA	NA	13	188	0.06914893617021277
GB331	0.8076923076923077	0.19230769230769232	Proto-Polynesian	Absent	NA	NA	16	192	0.08333333333333333
GB333	0	1	Proto-Polynesian	Present	NA	NA	59	232	0.2543103448275862
GB334	0.9629629629629629	0.037037037037037035	Proto-Polynesian	Absent	NA	NA	103	232	0.44396551724137934
GB335	0.9259259259259259	0.07407407407407407	Proto-Polynesian	Absent	NA	NA	33	228	0.14473684210526316
GB336	1	0	Proto-Polynesian	Absent	NA	NA	1	224	0.004464285714285714
GB400	0.9629629629629629	0.037037037037037035	Proto-Polynesian	Absent	NA	NA	15	206	0.07281553398058252
GB401	0.6666666666666666	0.3333333333333333	Proto-Polynesian	Not enough languages	NA	Not enough languages	46	121	0.38016528925619836
GB402	1	0	Proto-Polynesian	Absent	NA	NA	2	156	0.01282051282051282
GB403	0.5	0.5	Proto-Polynesian	Half	NA	NA	24	165	0.14545454545454545
GB408	0.4666666666666667	0.5333333333333333	Proto-Polynesian	Half	1	Half	90	242	0.371900826446281
GB408	0.4666666666666667	0.5333333333333333	Proto-Polynesian	Half	0	Half	90	242	0.371900826446281
GB409	0.3103448275862069	0.6896551724137931	Proto-Polynesian	Present	0	False Positive	41	240	0.17083333333333334
GB409	0.3103448275862069	0.6896551724137931	Proto-Polynesian	Present	1	True Positive	41	240	0.17083333333333334
GB410	0.48	0.52	Proto-Polynesian	Half	NA	NA	56	238	0.23529411764705882
GB415	0.8461538461538461	0.15384615384615385	Proto-Polynesian	Absent	NA	NA	23	194	0.11855670103092783
GB421	0.5	0.5	Proto-Polynesian	Half	NA	NA	65	179	0.36312849162011174
GB422	0.9545454545454546	0.045454545454545456	Proto-Polynesian	Absent	NA	NA	10	187	0.053475935828877004
GB430	0.896551724137931	0.10344827586206896	Proto-Polynesian	Absent	NA	NA	20	250	0.08
GB431	0.967741935483871	0.03225806451612903	Proto-Polynesian	Absent	NA	NA	25	252	0.0992063492063492
GB432	0.8333333333333334	0.16666666666666666	Proto-Polynesian	Absent	NA	NA	25	249	0.10040160642570281
GB433	0.967741935483871	0.03225806451612903	Proto-Polynesian	Absent	NA	NA	51	253	0.2015810276679842
GB519	0.034482758620689655	0.9655172413793104	Proto-Polynesian	Present	1	True Positive	88	224	0.39285714285714285
GB520	0.03225806451612903	0.967741935483871	Proto-Polynesian	Present	1	True Positive	68	246	0.2764227642276423
GB521	0.2	0.8	Proto-Polynesian	Present	NA	NA	101	241	0.4190871369294606
GB522	0.15384615384615385	0.8461538461538461	Proto-Polynesian	Present	1	True Positive	60	218	0.27522935779816515
GB024a	0.4666666666666667	0.5333333333333333	Proto-Polynesian	Half	NA	NA	98	253	0.38735177865612647
GB024b	0.3333333333333333	0.6666666666666666	Proto-Polynesian	Present	NA	NA	79	253	0.31225296442687744
GB025a	0.5666666666666667	0.43333333333333335	Proto-Polynesian	Half	NA	NA	67	258	0.25968992248062017
GB025b	0.2	0.8	Proto-Polynesian	Present	NA	NA	38	258	0.14728682170542637
GB065a	0.3225806451612903	0.6774193548387096	Proto-Polynesian	Present	NA	NA	108	262	0.4122137404580153
GB065b	0.1935483870967742	0.8064516129032258	Proto-Polynesian	Present	NA	NA	61	262	0.23282442748091603
GB130a	0.6551724137931034	0.3448275862068966	Proto-Polynesian	Absent	0	True Negative	56	261	0.21455938697318008
GB130b	0.3103448275862069	0.6896551724137931	Proto-Polynesian	Present	1	True Positive	64	261	0.24521072796934865
GB193a	0.7333333333333333	0.26666666666666666	Proto-Polynesian	Absent	0	True Negative	46	253	0.18181818181818182
GB193b	0	1	Proto-Polynesian	Present	1	True Positive	14	253	0.05533596837944664
GB203a	0.7777777777777778	0.2222222222222222	Proto-Polynesian	Absent	NA	NA	64	199	0.32160804020100503
GB203b	0.14814814814814814	0.8518518518518519	Proto-Polynesian	Present	NA	NA	52	199	0.2613065326633166
GB020	0	1	Proto-Eastern Polynesian	Present	NA	NA	118	255	0.4627450980392157
GB021	0.2222222222222222	0.7777777777777778	Proto-Eastern Polynesian	Present	NA	NA	79	238	0.3319327731092437
GB022	0	1	Proto-Eastern Polynesian	Present	NA	NA	122	259	0.47104247104247104
GB023	1	0	Proto-Eastern Polynesian	Absent	NA	NA	58	259	0.22393822393822393
GB026	1	0	Proto-Eastern Polynesian	Absent	NA	NA	2	234	0.008547008547008548
GB027	0.2857142857142857	0.7142857142857143	Proto-Eastern Polynesian	Present	NA	NA	63	213	0.29577464788732394
GB028	0	1	Proto-Eastern Polynesian	Present	NA	NA	7	272	0.025735294117647058
GB030	1	0	Proto-Eastern Polynesian	Absent	NA	NA	7	266	0.02631578947368421
GB031	0.2222222222222222	0.7777777777777778	Proto-Eastern Polynesian	Present	NA	NA	90	262	0.3435114503816794
GB035	0	1	Proto-Eastern Polynesian	Present	NA	NA	81	238	0.3403361344537815
GB036	1	0	Proto-Eastern Polynesian	Absent	NA	NA	17	237	0.07172995780590717
GB037	0.7142857142857143	0.2857142857142857	Proto-Eastern Polynesian	Absent	NA	NA	23	235	0.09787234042553192
GB038	1	0	Proto-Eastern Polynesian	Absent	NA	NA	6	249	0.024096385542168676
GB039	0.8888888888888888	0.1111111111111111	Proto-Eastern Polynesian	Absent	NA	NA	19	241	0.07883817427385892
GB041	1	0	Proto-Eastern Polynesian	Absent	NA	NA	5	195	0.02564102564102564
GB042	1	0	Proto-Eastern Polynesian	Absent	NA	NA	8	263	0.030418250950570342
GB043	0.8888888888888888	0.1111111111111111	Proto-Eastern Polynesian	Absent	NA	NA	8	261	0.03065134099616858
GB044	0.8888888888888888	0.1111111111111111	Proto-Eastern Polynesian	Absent	NA	NA	37	262	0.14122137404580154
GB046	0.3333333333333333	0.6666666666666666	Proto-Eastern Polynesian	Not enough languages	NA	Not enough languages	41	134	0.30597014925373134
GB047	0.2857142857142857	0.7142857142857143	Proto-Eastern Polynesian	Present	NA	NA	58	199	0.2914572864321608
GB048	0.6666666666666666	0.3333333333333333	Proto-Eastern Polynesian	Absent	NA	NA	69	186	0.3709677419354839
GB049	0.8333333333333334	0.16666666666666666	Proto-Eastern Polynesian	Absent	NA	NA	77	190	0.4052631578947368
GB051	1	0	Proto-Eastern Polynesian	Absent	NA	NA	4	251	0.01593625498007968
GB052	1	0	Proto-Eastern Polynesian	Absent	NA	NA	5	250	0.02
GB053	1	0	Proto-Eastern Polynesian	Absent	NA	NA	16	245	0.0653061224489796
GB054	1	0	Proto-Eastern Polynesian	Absent	NA	NA	5	245	0.02040816326530612
GB057	0.5555555555555556	0.4444444444444444	Proto-Eastern Polynesian	Half	NA	NA	63	244	0.2581967213114754
GB058	0.8888888888888888	0.1111111111111111	Proto-Eastern Polynesian	Absent	NA	NA	112	251	0.44621513944223107
GB059	0	1	Proto-Eastern Polynesian	Present	NA	NA	10	261	0.038314176245210725
GB068	0.125	0.875	Proto-Eastern Polynesian	Present	NA	NA	66	223	0.29596412556053814
GB069	0.8571428571428571	0.14285714285714285	Proto-Eastern Polynesian	Absent	NA	NA	71	206	0.3446601941747573
GB070	1	0	Proto-Eastern Polynesian	Absent	NA	NA	17	259	0.06563706563706563
GB071	0.625	0.375	Proto-Eastern Polynesian	Absent	NA	NA	64	256	0.25
GB072	1	0	Proto-Eastern Polynesian	Absent	NA	NA	43	256	0.16796875
GB073	0.75	0.25	Proto-Eastern Polynesian	Absent	NA	NA	61	249	0.24497991967871485
GB074	0	1	Proto-Eastern Polynesian	Present	NA	NA	25	267	0.09363295880149813
GB075	1	0	Proto-Eastern Polynesian	Absent	NA	NA	48	256	0.1875
GB079	0.3333333333333333	0.6666666666666666	Proto-Eastern Polynesian	Present	NA	NA	23	263	0.08745247148288973
GB080	0.4444444444444444	0.5555555555555556	Proto-Eastern Polynesian	Half	NA	NA	56	261	0.21455938697318008
GB081	1	0	Proto-Eastern Polynesian	Absent	NA	NA	23	245	0.09387755102040816
GB082	1	0	Proto-Eastern Polynesian	Absent	NA	NA	29	259	0.11196911196911197
GB083	1	0	Proto-Eastern Polynesian	Absent	NA	NA	41	261	0.15708812260536398
GB084	1	0	Proto-Eastern Polynesian	Absent	NA	NA	47	261	0.18007662835249041
GB086	1	0	Proto-Eastern Polynesian	Absent	NA	NA	96	244	0.39344262295081966
GB089	1	0	Proto-Eastern Polynesian	Absent	NA	NA	27	267	0.10112359550561797
GB090	1	0	Proto-Eastern Polynesian	Absent	NA	NA	131	267	0.49063670411985016
GB091	1	0	Proto-Eastern Polynesian	Absent	NA	NA	16	263	0.060836501901140684
GB092	1	0	Proto-Eastern Polynesian	Absent	NA	NA	128	263	0.4866920152091255
GB093	1	0	Proto-Eastern Polynesian	Absent	NA	NA	108	265	0.4075471698113208
GB094	1	0	Proto-Eastern Polynesian	Absent	NA	NA	5	265	0.018867924528301886
GB095	1	0	Proto-Eastern Polynesian	Absent	NA	NA	17	231	0.0735930735930736
GB096	0.625	0.375	Proto-Eastern Polynesian	Absent	NA	NA	28	238	0.11764705882352941
GB098	0.875	0.125	Proto-Eastern Polynesian	Absent	NA	NA	49	238	0.20588235294117646
GB099	1	0	Proto-Eastern Polynesian	Absent	NA	NA	5	202	0.024752475247524754
GB103	1	0	Proto-Eastern Polynesian	Absent	NA	NA	27	217	0.12442396313364056
GB104	1	0	Proto-Eastern Polynesian	Absent	NA	NA	28	219	0.1278538812785388
GB105	0.5	0.5	Proto-Eastern Polynesian	Half	NA	NA	94	204	0.46078431372549017
GB107	1	0	Proto-Eastern Polynesian	Absent	NA	NA	65	261	0.24904214559386972
GB108	1	0	Proto-Eastern Polynesian	Absent	NA	NA	80	244	0.32786885245901637
GB109	1	0	Proto-Eastern Polynesian	Absent	NA	NA	17	200	0.085
GB110	1	0	Proto-Eastern Polynesian	Absent	NA	NA	202	202	1
GB111	1	0	Proto-Eastern Polynesian	Absent	NA	NA	24	246	0.0975609756097561
GB113	0.375	0.625	Proto-Eastern Polynesian	Present	NA	NA	49	244	0.20081967213114754
GB114	0.875	0.125	Proto-Eastern Polynesian	Absent	NA	NA	29	214	0.13551401869158877
GB115	1	0	Proto-Eastern Polynesian	Absent	NA	NA	104	230	0.45217391304347826
GB116	1	0	Proto-Eastern Polynesian	Absent	NA	NA	3	222	0.013513513513513514
GB117	1	0	Proto-Eastern Polynesian	Absent	NA	NA	53	231	0.22943722943722944
GB118	0.7142857142857143	0.2857142857142857	Proto-Eastern Polynesian	Absent	NA	NA	41	216	0.18981481481481483
GB119	1	0	Proto-Eastern Polynesian	Absent	NA	NA	52	246	0.21138211382113822
GB120	1	0	Proto-Eastern Polynesian	Absent	NA	NA	61	251	0.24302788844621515
GB121	1	0	Proto-Eastern Polynesian	Absent	NA	NA	31	250	0.124
GB122	0.8333333333333334	0.16666666666666666	Proto-Eastern Polynesian	Absent	NA	NA	84	172	0.4883720930232558
GB123	1	0	Proto-Eastern Polynesian	Not enough languages	NA	Not enough languages	25	121	0.2066115702479339
GB124	0.2857142857142857	0.7142857142857143	Proto-Eastern Polynesian	Present	NA	NA	68	165	0.4121212121212121
GB126	0.375	0.625	Proto-Eastern Polynesian	Present	NA	NA	66	197	0.3350253807106599
GB127	1	0	Proto-Eastern Polynesian	Absent	NA	NA	18	164	0.10975609756097561
GB129	1	0	Proto-Eastern Polynesian	Absent	NA	NA	3	238	0.012605042016806723
GB131	0	1	Proto-Eastern Polynesian	Present	NA	NA	59	264	0.22348484848484848
GB132	1	0	Proto-Eastern Polynesian	Absent	NA	NA	85	263	0.3231939163498099
GB133	1	0	Proto-Eastern Polynesian	Absent	NA	NA	37	265	0.13962264150943396
GB134	0	1	Proto-Eastern Polynesian	Present	NA	NA	8	214	0.037383177570093455
GB135	0	1	Proto-Eastern Polynesian	Present	NA	NA	12	192	0.0625
GB136	0.25	0.75	Proto-Eastern Polynesian	Present	NA	NA	58	231	0.2510822510822511
GB137	1	0	Proto-Eastern Polynesian	Absent	NA	NA	74	254	0.29133858267716534
GB138	0.1111111111111111	0.8888888888888888	Proto-Eastern Polynesian	Present	NA	NA	95	256	0.37109375
GB139	0.125	0.875	Proto-Eastern Polynesian	Present	NA	NA	63	233	0.2703862660944206
GB140	0.625	0.375	Proto-Eastern Polynesian	Absent	0	True Negative	90	181	0.4972375690607735
GB146	0.6666666666666666	0.3333333333333333	Proto-Eastern Polynesian	Absent	NA	NA	42	149	0.28187919463087246
GB147	0.2222222222222222	0.7777777777777778	Proto-Eastern Polynesian	Present	1	True Positive	54	206	0.2621359223300971
GB148	1	0	Proto-Eastern Polynesian	Absent	NA	NA	24	187	0.12834224598930483
GB149	1	0	Proto-Eastern Polynesian	Absent	NA	NA	223	223	1
GB150	1	0	Proto-Eastern Polynesian	Absent	NA	NA	24	169	0.14201183431952663
GB151	0.8888888888888888	0.1111111111111111	Proto-Eastern Polynesian	Absent	NA	NA	14	219	0.0639269406392694
GB152	1	0	Proto-Eastern Polynesian	Absent	NA	NA	33	212	0.15566037735849056
GB155	0	1	Proto-Eastern Polynesian	Present	NA	NA	66	247	0.26720647773279355
GB156	1	0	Proto-Eastern Polynesian	Absent	NA	NA	4	216	0.018518518518518517
GB158	0	1	Proto-Eastern Polynesian	Present	NA	NA	28	243	0.11522633744855967
GB159	0	1	Proto-Eastern Polynesian	Present	NA	NA	73	197	0.37055837563451777
GB160	0.5714285714285714	0.42857142857142855	Proto-Eastern Polynesian	Half	NA	NA	80	182	0.43956043956043955
GB165	1	0	Proto-Eastern Polynesian	Absent	NA	NA	3	247	0.012145748987854251
GB166	1	0	Proto-Eastern Polynesian	Absent	NA	NA	4	247	0.016194331983805668
GB167	1	0	Proto-Eastern Polynesian	Absent	NA	NA	1	185	0.005405405405405406
GB170	1	0	Proto-Eastern Polynesian	Absent	NA	NA	5	243	0.0205761316872428
GB171	1	0	Proto-Eastern Polynesian	Absent	NA	NA	5	242	0.02066115702479339
GB172	1	0	Proto-Eastern Polynesian	Absent	NA	NA	19	251	0.07569721115537849
GB177	1	0	Proto-Eastern Polynesian	Absent	NA	NA	20	213	0.09389671361502347
GB184	0.875	0.125	Proto-Eastern Polynesian	Absent	NA	NA	63	229	0.27510917030567683
GB185	0.7777777777777778	0.2222222222222222	Proto-Eastern Polynesian	Absent	NA	NA	82	235	0.34893617021276596
GB186	0.6666666666666666	0.3333333333333333	Proto-Eastern Polynesian	Absent	NA	NA	67	232	0.28879310344827586
GB187	0.8571428571428571	0.14285714285714285	Proto-Eastern Polynesian	Absent	NA	NA	21	136	0.15441176470588236
GB188	1	0	Proto-Eastern Polynesian	Absent	NA	NA	10	136	0.07352941176470588
GB192	1	0	Proto-Eastern Polynesian	Absent	NA	NA	1	246	0.0040650406504065045
GB196	1	0	Proto-Eastern Polynesian	Absent	NA	NA	1	255	0.00392156862745098
GB197	1	0	Proto-Eastern Polynesian	Absent	NA	NA	1	255	0.00392156862745098
GB198	1	0	Proto-Eastern Polynesian	Absent	NA	NA	7	242	0.028925619834710745
GB204	0.6	0.4	Proto-Eastern Polynesian	Half	NA	NA	60	138	0.43478260869565216
GB250	1	0	Proto-Eastern Polynesian	Absent	NA	NA	40	137	0.291970802919708
GB252	1	0	Proto-Eastern Polynesian	Not enough languages	NA	Not enough languages	15	113	0.13274336283185842
GB253	0.6	0.4	Proto-Eastern Polynesian	Not enough languages	NA	Not enough languages	13	115	0.11304347826086956
GB254	0.25	0.75	Proto-Eastern Polynesian	Present	NA	NA	50	144	0.3472222222222222
GB256	1	0	Proto-Eastern Polynesian	Not enough languages	NA	Not enough languages	18	114	0.15789473684210525
GB257	0.1111111111111111	0.8888888888888888	Proto-Eastern Polynesian	Present	NA	NA	19	194	0.0979381443298969
GB260	0.875	0.125	Proto-Eastern Polynesian	Absent	NA	NA	1	197	0.005076142131979695
GB262	0.7777777777777778	0.2222222222222222	Proto-Eastern Polynesian	Absent	NA	NA	12	203	0.059113300492610835
GB263	0.8888888888888888	0.1111111111111111	Proto-Eastern Polynesian	Absent	NA	NA	60	202	0.297029702970297
GB264	0.875	0.125	Proto-Eastern Polynesian	Absent	NA	NA	10	204	0.049019607843137254
GB265	0.625	0.375	Proto-Eastern Polynesian	Absent	NA	NA	62	136	0.45588235294117646
GB266	0.125	0.875	Proto-Eastern Polynesian	Present	NA	NA	62	137	0.45255474452554745
GB270	0.6666666666666666	0.3333333333333333	Proto-Eastern Polynesian	Not enough languages	NA	Not enough languages	45	119	0.37815126050420167
GB273	0.5714285714285714	0.42857142857142855	Proto-Eastern Polynesian	Not enough languages	NA	Not enough languages	33	120	0.275
GB275	1	0	Proto-Eastern Polynesian	Absent	NA	NA	20	154	0.12987012987012986
GB276	0.375	0.625	Proto-Eastern Polynesian	Present	NA	NA	57	146	0.3904109589041096
GB285	0.8888888888888888	0.1111111111111111	Proto-Eastern Polynesian	Absent	NA	NA	2	203	0.009852216748768473
GB286	1	0	Proto-Eastern Polynesian	Absent	NA	NA	6	202	0.0297029702970297
GB291	0.6666666666666666	0.3333333333333333	Proto-Eastern Polynesian	Absent	NA	NA	12	209	0.05741626794258373
GB296	1	0	Proto-Eastern Polynesian	Not enough languages	NA	Not enough languages	5	78	0.0641025641025641
GB297	1	0	Proto-Eastern Polynesian	Absent	NA	NA	2	191	0.010471204188481676
GB298	0.75	0.25	Proto-Eastern Polynesian	Absent	NA	NA	30	243	0.12345679012345678
GB299	0.1111111111111111	0.8888888888888888	Proto-Eastern Polynesian	Present	NA	NA	56	247	0.22672064777327935
GB300	1	0	Proto-Eastern Polynesian	Absent	NA	NA	6	159	0.03773584905660377
GB301	0.14285714285714285	0.8571428571428571	Proto-Eastern Polynesian	Present	NA	NA	51	138	0.3695652173913043
GB302	0.6666666666666666	0.3333333333333333	Proto-Eastern Polynesian	Absent	NA	NA	5	192	0.026041666666666668
GB303	1	0	Proto-Eastern Polynesian	Absent	NA	NA	1	158	0.006329113924050633
GB304	0	1	Proto-Eastern Polynesian	Present	NA	NA	29	165	0.17575757575757575
GB305	0.6666666666666666	0.3333333333333333	Proto-Eastern Polynesian	Absent	NA	NA	77	198	0.3888888888888889
GB306	1	0	Proto-Eastern Polynesian	Absent	NA	NA	41	193	0.21243523316062177
GB309	1	0	Proto-Eastern Polynesian	Absent	NA	NA	40	243	0.1646090534979424
GB312	1	0	Proto-Eastern Polynesian	Absent	NA	NA	91	233	0.3905579399141631
GB313	0.625	0.375	Proto-Eastern Polynesian	Absent	NA	NA	100	241	0.4149377593360996
GB314	1	0	Proto-Eastern Polynesian	Absent	NA	NA	1	227	0.004405286343612335
GB315	1	0	Proto-Eastern Polynesian	Absent	NA	NA	225	225	1
GB316	0.875	0.125	Proto-Eastern Polynesian	Absent	NA	NA	40	243	0.1646090534979424
GB317	0.7142857142857143	0.2857142857142857	Proto-Eastern Polynesian	Absent	NA	NA	41	239	0.17154811715481172
GB318	0.125	0.875	Proto-Eastern Polynesian	Present	NA	NA	117	243	0.48148148148148145
GB319	1	0	Proto-Eastern Polynesian	Absent	NA	NA	8	245	0.0326530612244898
GB320	0.7142857142857143	0.2857142857142857	Proto-Eastern Polynesian	Absent	NA	NA	15	241	0.06224066390041494
GB321	1	0	Proto-Eastern Polynesian	Absent	NA	NA	5	235	0.02127659574468085
GB322	1	0	Proto-Eastern Polynesian	Not enough languages	NA	Not enough languages	7	118	0.059322033898305086
GB323	1	0	Proto-Eastern Polynesian	Not enough languages	NA	Not enough languages	4	117	0.03418803418803419
GB324	0.42857142857142855	0.5714285714285714	Proto-Eastern Polynesian	Half	NA	NA	68	220	0.3090909090909091
GB325	1	0	Proto-Eastern Polynesian	Absent	NA	NA	9	172	0.05232558139534884
GB326	0.16666666666666666	0.8333333333333334	Proto-Eastern Polynesian	Present	NA	NA	39	216	0.18055555555555555
GB327	0	1	Proto-Eastern Polynesian	Present	NA	NA	4	219	0.0182648401826484
GB328	0.875	0.125	Proto-Eastern Polynesian	Absent	NA	NA	7	209	0.03349282296650718
GB329	0.875	0.125	Proto-Eastern Polynesian	Absent	NA	NA	10	192	0.052083333333333336
GB330	1	0	Proto-Eastern Polynesian	Absent	NA	NA	13	188	0.06914893617021277
GB331	0.625	0.375	Proto-Eastern Polynesian	Absent	NA	NA	16	192	0.08333333333333333
GB333	0	1	Proto-Eastern Polynesian	Present	NA	NA	59	232	0.2543103448275862
GB334	1	0	Proto-Eastern Polynesian	Absent	NA	NA	103	232	0.44396551724137934
GB335	1	0	Proto-Eastern Polynesian	Absent	NA	NA	33	228	0.14473684210526316
GB336	1	0	Proto-Eastern Polynesian	Absent	NA	NA	1	224	0.004464285714285714
GB400	0.8888888888888888	0.1111111111111111	Proto-Eastern Polynesian	Absent	NA	NA	15	206	0.07281553398058252
GB401	0.6666666666666666	0.3333333333333333	Proto-Eastern Polynesian	Not enough languages	NA	Not enough languages	46	121	0.38016528925619836
GB402	1	0	Proto-Eastern Polynesian	Absent	NA	NA	2	156	0.01282051282051282
GB403	0.8571428571428571	0.14285714285714285	Proto-Eastern Polynesian	Absent	NA	NA	24	165	0.14545454545454545
GB408	0	1	Proto-Eastern Polynesian	Present	1	True Positive	90	242	0.371900826446281
GB409	0.5714285714285714	0.42857142857142855	Proto-Eastern Polynesian	Half	0	Half	41	240	0.17083333333333334
GB410	0.6666666666666666	0.3333333333333333	Proto-Eastern Polynesian	Absent	NA	NA	56	238	0.23529411764705882
GB415	1	0	Proto-Eastern Polynesian	Absent	NA	NA	23	194	0.11855670103092783
GB421	0.5	0.5	Proto-Eastern Polynesian	Half	NA	NA	65	179	0.36312849162011174
GB422	1	0	Proto-Eastern Polynesian	Absent	NA	NA	10	187	0.053475935828877004
GB430	1	0	Proto-Eastern Polynesian	Absent	NA	NA	20	250	0.08
GB431	1	0	Proto-Eastern Polynesian	Absent	NA	NA	25	252	0.0992063492063492
GB432	1	0	Proto-Eastern Polynesian	Absent	NA	NA	25	249	0.10040160642570281
GB433	1	0	Proto-Eastern Polynesian	Absent	NA	NA	51	253	0.2015810276679842
GB519	0	1	Proto-Eastern Polynesian	Present	NA	NA	88	224	0.39285714285714285
GB520	0	1	Proto-Eastern Polynesian	Present	NA	NA	68	246	0.2764227642276423
GB521	0.3333333333333333	0.6666666666666666	Proto-Eastern Polynesian	Present	NA	NA	101	241	0.4190871369294606
GB522	0	1	Proto-Eastern Polynesian	Present	NA	NA	60	218	0.27522935779816515
GB024a	0.1111111111111111	0.8888888888888888	Proto-Eastern Polynesian	Present	NA	NA	98	253	0.38735177865612647
GB024b	0.6666666666666666	0.3333333333333333	Proto-Eastern Polynesian	Absent	NA	NA	79	253	0.31225296442687744
GB025a	0	1	Proto-Eastern Polynesian	Present	NA	NA	67	258	0.25968992248062017
GB025b	0.375	0.625	Proto-Eastern Polynesian	Present	NA	NA	38	258	0.14728682170542637
GB065a	0.3333333333333333	0.6666666666666666	Proto-Eastern Polynesian	Present	NA	NA	108	262	0.4122137404580153
GB065b	0.1111111111111111	0.8888888888888888	Proto-Eastern Polynesian	Present	NA	NA	61	262	0.23282442748091603
GB130a	1	0	Proto-Eastern Polynesian	Absent	NA	NA	56	261	0.21455938697318008
GB130b	0	1	Proto-Eastern Polynesian	Present	NA	NA	64	261	0.24521072796934865
GB193a	0.7777777777777778	0.2222222222222222	Proto-Eastern Polynesian	Absent	NA	NA	46	253	0.18181818181818182
GB193b	0	1	Proto-Eastern Polynesian	Present	NA	NA	14	253	0.05533596837944664
GB203a	0.5	0.5	Proto-Eastern Polynesian	Half	NA	NA	64	199	0.32160804020100503
GB203b	0.25	0.75	Proto-Eastern Polynesian	Present	NA	NA	52	199	0.2613065326633166
